fhpolrigaug,lrgdpch,country,year,year_numeric,sample,code,polity4
0.91,7.917863,Jamaica,1960,33,0,JAM,1
0.9,8.082705,Jamaica,1965,34,0,JAM,1
1,8.260118,Jamaica,1970,35,1,JAM,1
1,8.284571,Jamaica,1975,36,1,JAM,1
0.8333333,8.146678,Jamaica,1980,37,1,JAM,1
0.8333333,8.100238,Jamaica,1985,38,1,JAM,1
0.8333333,8.318845,Jamaica,1990,39,1,JAM,1
0.8333333,8.244399,Jamaica,1995,40,1,JAM,0.95
0.8333333,8.214085,Jamaica,2000,41,1,JAM,0.95
0.36,NA,Jordan,1950,31,0,JOR,0
0.43,7.177885,Jordan,1955,32,0,JOR,0.45
0.32,7.734221,Jordan,1960,33,1,JOR,0.05
0.31,7.919852,Jordan,1965,34,1,JOR,0.05
0.1666667,7.708977,Jordan,1970,35,1,JOR,0.05
0.1666667,7.765361,Jordan,1975,36,1,JOR,0
0.1666667,8.306857,Jordan,1980,37,1,JOR,0
0.3333333,8.400855,Jordan,1985,38,1,JOR,0.05
0.3333333,8.148808,Jordan,1990,39,1,JOR,0.3
0.5,8.230902,Jordan,1995,40,1,JOR,0.4
0.5,8.267375,Jordan,2000,41,1,JOR,0.4
NA,7.708295,Japan,1950,31,0,JPN,NA
0.99,8.058745,Japan,1955,32,0,JPN,1
0.99,8.42168,Japan,1960,33,1,JPN,1
1,8.830431,Japan,1965,34,1,JPN,1
0.8333333,9.347801,Japan,1970,35,1,JPN,1
0.8333333,9.485228,Japan,1975,36,1,JPN,1
1,9.656223,Japan,1980,37,1,JPN,1
1,9.783747,Japan,1985,38,1,JPN,1
1,10.00876,Japan,1990,39,1,JPN,1
1,10.05485,Japan,1995,40,1,JPN,1
1,10.11356,Japan,2000,41,1,JPN,1
NA,NA,Kazakhstan,1950,31,0,KAZ,NA
NA,NA,Kazakhstan,1955,32,0,KAZ,NA
NA,NA,Kazakhstan,1960,33,0,KAZ,NA
NA,NA,Kazakhstan,1965,34,0,KAZ,NA
NA,NA,Kazakhstan,1970,35,0,KAZ,NA
NA,NA,Kazakhstan,1975,36,0,KAZ,NA
NA,NA,Kazakhstan,1980,37,0,KAZ,NA
NA,NA,Kazakhstan,1985,38,0,KAZ,NA
NA,NA,Kazakhstan,1990,39,0,KAZ,NA
0.1666667,8.656834,Kazakhstan,1995,40,0,KAZ,0.3
0.1666667,8.908018,Kazakhstan,2000,41,1,KAZ,0.3
NA,6.543081,Kenya,1950,31,0,KEN,NA
NA,6.51602,Kenya,1955,32,0,KEN,NA
0.71,6.679399,Kenya,1960,33,0,KEN,NA
0.58,6.741649,Kenya,1965,34,0,KEN,0.6
0.3333333,6.710691,Kenya,1970,35,1,KEN,0.15
0.3333333,7.036955,Kenya,1975,36,1,KEN,0.15
0.3333333,7.12166,Kenya,1980,37,1,KEN,0.2
0.1666667,7.04774,Kenya,1985,38,1,KEN,0.15
0.1666667,7.197484,Kenya,1990,39,1,KEN,0.15
0,7.133424,Kenya,1995,40,1,KEN,0.25
0.1666667,7.126381,Kenya,2000,41,1,KEN,0.4
NA,NA,Kyrgyz Republic,1950,31,0,KGZ,NA
NA,NA,Kyrgyz Republic,1955,32,0,KGZ,NA
NA,NA,Kyrgyz Republic,1960,33,0,KGZ,NA
NA,NA,Kyrgyz Republic,1965,34,0,KGZ,NA
NA,NA,Kyrgyz Republic,1970,35,0,KGZ,NA
NA,NA,Kyrgyz Republic,1975,36,0,KGZ,NA
NA,NA,Kyrgyz Republic,1980,37,0,KGZ,NA
NA,NA,Kyrgyz Republic,1985,38,0,KGZ,NA
NA,NA,Kyrgyz Republic,1990,39,0,KGZ,NA
0.5,7.839219,Kyrgyz Republic,1995,40,0,KGZ,0.35
0.1666667,8.011205,Kyrgyz Republic,2000,41,1,KGZ,0.35
NA,NA,Cambodia,1950,31,0,KHM,NA
0.33,NA,Cambodia,1955,32,0,KHM,0.05
0.39,NA,Cambodia,1960,33,1,KHM,0.05
0.36,NA,Cambodia,1965,34,1,KHM,0.05
0.1666667,NA,Cambodia,1970,35,1,KHM,NA
0,NA,Cambodia,1975,36,1,KHM,NA
0,NA,Cambodia,1980,37,1,KHM,NA
0,NA,Cambodia,1985,38,1,KHM,NA
0,NA,Cambodia,1990,39,1,KHM,NA
0.1666667,7.076396,Cambodia,1995,40,1,KHM,0.55
0.1666667,NA,Cambodia,2000,41,1,KHM,0.6
NA,NA,Kiribati,1950,31,0,KIR,NA
NA,NA,Kiribati,1955,32,0,KIR,NA
NA,NA,Kiribati,1960,33,0,KIR,NA
NA,NA,Kiribati,1965,34,0,KIR,NA
NA,NA,Kiribati,1970,35,0,KIR,NA
NA,NA,Kiribati,1975,36,0,KIR,NA
0.8333333,NA,Kiribati,1980,37,0,KIR,NA
1,NA,Kiribati,1985,38,1,KIR,NA
1,NA,Kiribati,1990,39,1,KIR,NA
1,NA,Kiribati,1995,40,1,KIR,NA
1,NA,Kiribati,2000,41,1,KIR,NA
NA,NA,St. Kitts and Nevis,1950,31,0,KNA,NA
NA,NA,St. Kitts and Nevis,1955,32,0,KNA,NA
NA,NA,St. Kitts and Nevis,1960,33,0,KNA,NA
NA,NA,St. Kitts and Nevis,1965,34,0,KNA,NA
NA,NA,St. Kitts and Nevis,1970,35,0,KNA,NA
NA,NA,St. Kitts and Nevis,1975,36,0,KNA,NA
NA,8.546586,St. Kitts and Nevis,1980,37,0,KNA,NA
1,8.756536,St. Kitts and Nevis,1985,38,0,KNA,NA
1,8.970687,St. Kitts and Nevis,1990,39,1,KNA,NA
1,9.286465,St. Kitts and Nevis,1995,40,1,KNA,NA
1,9.522664,St. Kitts and Nevis,2000,41,1,KNA,NA
NA,NA,Korea,1950,31,0,KOE,NA
NA,NA,Korea,1955,32,0,KOE,NA
NA,NA,Korea,1960,33,1,KOE,NA
NA,NA,Korea,1965,34,1,KOE,NA
NA,NA,Korea,1970,35,1,KOE,NA
NA,NA,Korea,1975,36,1,KOE,NA
NA,NA,Korea,1980,37,1,KOE,NA
NA,NA,Korea,1985,38,1,KOE,NA
NA,NA,Korea,1990,39,1,KOE,NA
NA,NA,Korea,1995,40,1,KOE,NA
NA,NA,Korea,2000,41,1,KOE,NA
NA,NA,"Korea, Rep.",1950,31,0,KOR,0.35
0.65,7.285283,"Korea, Rep.",1955,32,0,KOR,0.3
0.52,7.310043,"Korea, Rep.",1960,33,1,KOR,0.9
0.53,7.497014,"Korea, Rep.",1965,34,1,KOR,0.65
0.3333333,7.906761,"Korea, Rep.",1970,35,1,KOR,0.65
0.3333333,8.204275,"Korea, Rep.",1975,36,1,KOR,0.1
0.3333333,8.47425,"Korea, Rep.",1980,37,1,KOR,0.1
0.5,8.790099,"Korea, Rep.",1985,38,1,KOR,0.25
0.8333333,9.205568,"Korea, Rep.",1990,39,1,KOR,0.8
0.8333333,9.514257,"Korea, Rep.",1995,40,1,KOR,0.8
0.8333333,9.672554,"Korea, Rep.",2000,41,1,KOR,0.9
NA,NA,Kuwait,1950,31,0,KWT,NA
NA,NA,Kuwait,1955,32,0,KWT,NA
NA,NA,Kuwait,1960,33,0,KWT,NA
NA,NA,Kuwait,1965,34,0,KWT,0.05
0.5,NA,Kuwait,1970,35,1,KWT,0.05
0.5,NA,Kuwait,1975,36,1,KWT,0.1
0.1666667,NA,Kuwait,1980,37,1,KWT,0
0.5,NA,Kuwait,1985,38,1,KWT,0.1
0,NA,Kuwait,1990,39,1,KWT,NA
0.3333333,NA,Kuwait,1995,40,1,KWT,0.15
0.5,NA,Kuwait,2000,41,1,KWT,0.15
NA,NA,Lao PDR,1950,31,0,LAO,NA
NA,NA,Lao PDR,1955,32,0,LAO,NA
0.57,NA,Lao PDR,1960,33,1,LAO,0.45
0.43,NA,Lao PDR,1965,34,1,LAO,NA
0.3333333,NA,Lao PDR,1970,35,1,LAO,NA
0.1666667,NA,Lao PDR,1975,36,1,LAO,0.15
0,NA,Lao PDR,1980,37,1,LAO,0.15
0,NA,Lao PDR,1985,38,1,LAO,0.15
0.1666667,NA,Lao PDR,1990,39,1,LAO,0.15
0,NA,Lao PDR,1995,40,1,LAO,0.15
0,NA,Lao PDR,2000,41,1,LAO,0.15
0.91,NA,Lebanon,1950,31,0,LBN,0.6
0.86,NA,Lebanon,1955,32,0,LBN,0.6
0.84,NA,Lebanon,1960,33,1,LBN,0.6
0.74,NA,Lebanon,1965,34,1,LBN,0.6
0.8333333,NA,Lebanon,1970,35,1,LBN,0.75
0.5,NA,Lebanon,1975,36,1,LBN,NA
0.5,NA,Lebanon,1980,37,1,LBN,NA
0.3333333,NA,Lebanon,1985,38,1,LBN,NA
0.1666667,8.082907,Lebanon,1990,39,1,LBN,NA
0.1666667,8.461366,Lebanon,1995,40,1,LBN,NA
0.1666667,8.663174,Lebanon,2000,41,1,LBN,NA
0.54,NA,Liberia,1950,31,0,LBR,0.2
0.47,NA,Liberia,1955,32,0,LBR,0.2
0.47,NA,Liberia,1960,33,1,LBR,0.2
0.46,NA,Liberia,1965,34,1,LBR,0.2
0.1666667,NA,Liberia,1970,35,1,LBR,0.2
0.1666667,NA,Liberia,1975,36,1,LBR,0.2
0.1666667,NA,Liberia,1980,37,1,LBR,0.15
0.3333333,NA,Liberia,1985,38,1,LBR,0.2
0,NA,Liberia,1990,39,1,LBR,NA
0,NA,Liberia,1995,40,1,LBR,NA
0.3333333,NA,Liberia,2000,41,1,LBR,0.5
NA,NA,Libya,1950,31,0,LBY,NA
NA,NA,Libya,1955,32,0,LBY,0.15
0.31,NA,Libya,1960,33,1,LBY,0.15
0.34,NA,Libya,1965,34,1,LBY,0.15
0,NA,Libya,1970,35,1,LBY,0.15
0,NA,Libya,1975,36,1,LBY,0.15
0.1666667,NA,Libya,1980,37,1,LBY,0.15
0.1666667,NA,Libya,1985,38,1,LBY,0.15
0,NA,Libya,1990,39,1,LBY,0.15
0,NA,Libya,1995,40,1,LBY,0.15
0,NA,Libya,2000,41,1,LBY,0.15
NA,NA,St. Lucia,1950,31,0,LCA,NA
NA,NA,St. Lucia,1955,32,0,LCA,NA
NA,NA,St. Lucia,1960,33,0,LCA,NA
NA,NA,St. Lucia,1965,34,0,LCA,NA
NA,NA,St. Lucia,1970,35,0,LCA,NA
NA,NA,St. Lucia,1975,36,0,LCA,NA
0.8333333,8.082571,St. Lucia,1980,37,0,LCA,NA
1,8.152157,St. Lucia,1985,38,1,LCA,NA
1,8.637772,St. Lucia,1990,39,1,LCA,NA
1,8.751712,St. Lucia,1995,40,1,LCA,NA
1,8.753119,St. Lucia,2000,41,1,LCA,NA
NA,NA,Liechtenstein,1950,31,0,LIE,NA
NA,NA,Liechtenstein,1955,32,0,LIE,NA
NA,NA,Liechtenstein,1960,33,1,LIE,NA
NA,NA,Liechtenstein,1965,34,1,LIE,NA
0.5,NA,Liechtenstein,1970,35,1,LIE,NA
NA,NA,Liechtenstein,1975,36,1,LIE,NA
NA,NA,Liechtenstein,1980,37,1,LIE,NA
NA,NA,Liechtenstein,1985,38,1,LIE,NA
NA,NA,Liechtenstein,1990,39,1,LIE,NA
1,NA,Liechtenstein,1995,40,1,LIE,NA
1,NA,Liechtenstein,2000,41,1,LIE,NA
NA,7.131373,Sri Lanka,1950,31,0,LKA,0.85
1,7.178453,Sri Lanka,1955,32,0,LKA,0.85
0.94,7.195235,Sri Lanka,1960,33,1,LKA,0.85
0.86,7.233606,Sri Lanka,1965,34,1,LKA,0.85
0.8333333,7.3508,Sri Lanka,1970,35,1,LKA,0.9
0.8333333,7.41386,Sri Lanka,1975,36,1,LKA,0.9
0.8333333,7.489711,Sri Lanka,1980,37,1,LKA,0.8
0.6666667,7.723791,Sri Lanka,1985,38,1,LKA,0.75
0.5,7.830053,Sri Lanka,1990,39,1,LKA,0.75
0.5,8.028013,Sri Lanka,1995,40,1,LKA,0.75
0.6666667,8.10163,Sri Lanka,2000,41,1,LKA,0.75
NA,NA,Lesotho,1950,31,0,LSO,NA
NA,NA,Lesotho,1955,32,0,LSO,NA
NA,6.548558,Lesotho,1960,33,0,LSO,NA
NA,6.762671,Lesotho,1965,34,0,LSO,NA
0,6.783237,Lesotho,1970,35,0,LSO,0.05
0.3333333,6.959955,Lesotho,1975,36,1,LSO,0.15
0.3333333,7.213881,Lesotho,1980,37,1,LSO,0.15
0.3333333,7.179348,Lesotho,1985,38,1,LSO,0.15
0.1666667,7.222058,Lesotho,1990,39,1,LSO,0.15
0.5,7.207245,Lesotho,1995,40,1,LSO,0.9
0.5,7.37254,Lesotho,2000,41,1,LSO,NA
NA,NA,Lithuania,1950,31,0,LTU,NA
NA,NA,Lithuania,1955,32,0,LTU,NA
NA,NA,Lithuania,1960,33,1,LTU,NA
NA,NA,Lithuania,1965,34,1,LTU,NA
NA,NA,Lithuania,1970,35,1,LTU,NA
NA,NA,Lithuania,1975,36,1,LTU,NA
NA,NA,Lithuania,1980,37,1,LTU,NA
NA,NA,Lithuania,1985,38,1,LTU,NA
NA,NA,Lithuania,1990,39,1,LTU,NA
1,8.737635,Lithuania,1995,40,1,LTU,1
1,8.889239,Lithuania,2000,41,1,LTU,1
1,9.231618,Luxembourg,1950,31,0,LUX,NA
1,9.244015,Luxembourg,1955,32,0,LUX,NA
1,9.367659,Luxembourg,1960,33,1,LUX,NA
0.98,9.481506,Luxembourg,1965,34,1,LUX,NA
0.8333333,9.623864,Luxembourg,1970,35,1,LUX,NA
0.8333333,9.696674,Luxembourg,1975,36,1,LUX,NA
1,9.790245,Luxembourg,1980,37,1,LUX,NA
1,9.905174,Luxembourg,1985,38,1,LUX,NA
1,10.19956,Luxembourg,1990,39,1,LUX,NA
1,10.44502,Luxembourg,1995,40,1,LUX,NA
1,10.6917,Luxembourg,2000,41,1,LUX,NA
NA,NA,Latvia,1950,31,0,LVA,NA
NA,NA,Latvia,1955,32,0,LVA,NA
NA,NA,Latvia,1960,33,1,LVA,NA
NA,NA,Latvia,1965,34,1,LVA,NA
NA,NA,Latvia,1970,35,1,LVA,NA
NA,NA,Latvia,1975,36,1,LVA,NA
NA,NA,Latvia,1980,37,1,LVA,NA
NA,NA,Latvia,1985,38,1,LVA,NA
NA,9.204279,Latvia,1990,39,1,LVA,NA
0.8333333,8.695889,Latvia,1995,40,1,LVA,0.9
1,8.942823,Latvia,2000,41,1,LVA,0.9
NA,7.186028,Morocco,1950,31,0,MAR,NA
NA,7.176,Morocco,1955,32,0,MAR,NA
0.41,7.176346,Morocco,1960,33,0,MAR,0.25
0.32,7.585205,Morocco,1965,34,1,MAR,0.05
0.3333333,7.723347,Morocco,1970,35,1,MAR,0.05
0.3333333,7.836394,Morocco,1975,36,1,MAR,0.05
0.5,8.00448,Morocco,1980,37,1,MAR,0.1
0.5,8.051818,Morocco,1985,38,1,MAR,0.1
0.5,8.174837,Morocco,1990,39,1,MAR,0.1
0.3333333,8.140558,Morocco,1995,40,1,MAR,0.15
0.3333333,8.220592,Morocco,2000,41,1,MAR,0.2
NA,NA,Moldova,1950,31,0,MDA,NA
NA,NA,Moldova,1955,32,0,MDA,NA
NA,NA,Moldova,1960,33,0,MDA,NA
NA,NA,Moldova,1965,34,0,MDA,NA
NA,NA,Moldova,1970,35,0,MDA,NA
NA,NA,Moldova,1975,36,0,MDA,NA
NA,NA,Moldova,1980,37,0,MDA,NA
NA,NA,Moldova,1985,38,0,MDA,NA
NA,NA,Moldova,1990,39,0,MDA,NA
0.5,7.774394,Moldova,1995,40,0,MDA,0.85
0.8333333,7.642906,Moldova,2000,41,1,MDA,0.85
NA,NA,Madagascar,1950,31,0,MDG,NA
NA,NA,Madagascar,1955,32,0,MDG,NA
0.92,7.122519,Madagascar,1960,33,0,MDG,0.45
0.83,7.029944,Madagascar,1965,34,1,MDG,0.45
0.3333333,7.149919,Madagascar,1970,35,1,MDG,0.45
0.3333333,7.074652,Madagascar,1975,36,1,MDG,0.2
0.1666667,6.990982,Madagascar,1980,37,1,MDG,0.2
0.3333333,6.863005,Madagascar,1985,38,1,MDG,0.2
0.5,6.803911,Madagascar,1990,39,1,MDG,0.2
0.8333333,6.708395,Madagascar,1995,40,1,MDG,0.95
0.8333333,6.728495,Madagascar,2000,41,1,MDG,0.85
NA,NA,Maldives,1950,31,0,MDV,NA
NA,NA,Maldives,1955,32,0,MDV,NA
NA,NA,Maldives,1960,33,0,MDV,NA
NA,NA,Maldives,1965,34,0,MDV,NA
0.6666667,NA,Maldives,1970,35,1,MDV,NA
0.5,NA,Maldives,1975,36,1,MDV,NA
0.3333333,NA,Maldives,1980,37,1,MDV,NA
0.3333333,NA,Maldives,1985,38,1,MDV,NA
0.1666667,NA,Maldives,1990,39,1,MDV,NA
0.1666667,NA,Maldives,1995,40,1,MDV,NA
0.1666667,NA,Maldives,2000,41,1,MDV,NA
0.74,8.002966,Mexico,1950,31,0,MEX,0.2
NA,8.154305,Mexico,1955,32,0,MEX,0.2
0.8,8.289124,Mexico,1960,33,1,MEX,0.2
0.75,8.469162,Mexico,1965,34,1,MEX,0.2
0.3333333,8.616492,Mexico,1970,35,1,MEX,0.2
0.5,8.774226,Mexico,1975,36,1,MEX,0.2
0.6666667,8.943083,Mexico,1980,37,1,MEX,0.35
0.5,8.945503,Mexico,1985,38,1,MEX,0.35
0.5,8.900249,Mexico,1990,39,1,MEX,0.5
0.5,8.878354,Mexico,1995,40,1,MEX,0.7
0.8333333,9.078218,Mexico,2000,41,1,MEX,0.9
NA,NA,"Macedonia, FYR",1950,31,0,MKD,NA
NA,NA,"Macedonia, FYR",1955,32,0,MKD,NA
NA,NA,"Macedonia, FYR",1960,33,0,MKD,NA
NA,NA,"Macedonia, FYR",1965,34,0,MKD,NA
NA,NA,"Macedonia, FYR",1970,35,0,MKD,NA
NA,NA,"Macedonia, FYR",1975,36,0,MKD,NA
NA,NA,"Macedonia, FYR",1980,37,0,MKD,NA
NA,NA,"Macedonia, FYR",1985,38,0,MKD,NA
NA,NA,"Macedonia, FYR",1990,39,0,MKD,NA
0.5,8.416305,"Macedonia, FYR",1995,40,0,MKD,0.8
0.5,8.545053,"Macedonia, FYR",2000,41,1,MKD,0.8
NA,NA,Mali,1950,31,0,MLI,NA
NA,NA,Mali,1955,32,0,MLI,NA
0.53,6.890221,Mali,1960,33,0,MLI,0.15
0.37,6.657802,Mali,1965,34,1,MLI,0.15
0,6.66431,Mali,1970,35,1,MLI,0.15
0,6.740712,Mali,1975,36,1,MLI,0.15
0,6.850566,Mali,1980,37,1,MLI,0.15
0,6.755792,Mali,1985,38,1,MLI,0.15
0.1666667,6.626314,Mali,1990,39,1,MLI,0.15
0.8333333,6.69913,Mali,1995,40,1,MLI,0.85
0.8333333,6.876678,Mali,2000,41,1,MLI,0.8
NA,NA,Malta,1950,31,0,MLT,NA
NA,NA,Malta,1955,32,0,MLT,NA
NA,NA,Malta,1960,33,0,MLT,NA
NA,NA,Malta,1965,34,0,MLT,NA
1,NA,Malta,1970,35,1,MLT,NA
1,NA,Malta,1975,36,1,MLT,NA
0.8333333,NA,Malta,1980,37,1,MLT,NA
0.8333333,NA,Malta,1985,38,1,MLT,NA
1,NA,Malta,1990,39,1,MLT,NA
1,9.431823,Malta,1995,40,1,MLT,NA
1,NA,Malta,2000,41,1,MLT,NA
NA,NA,Myanmar,1950,31,0,MMR,0.9
0.93,NA,Myanmar,1955,32,0,MMR,0.9
0.63,NA,Myanmar,1960,33,1,MMR,0.9
NA,NA,Myanmar,1965,34,1,MMR,0.15
0,NA,Myanmar,1970,35,1,MMR,0.15
0.1666667,NA,Myanmar,1975,36,1,MMR,0.2
0,NA,Myanmar,1980,37,1,MMR,0.1
0,NA,Myanmar,1985,38,1,MMR,0.1
0,NA,Myanmar,1990,39,1,MMR,0.15
0,NA,Myanmar,1995,40,1,MMR,0.15
0,NA,Myanmar,2000,41,1,MMR,0.15
0.12,NA,Mongolia,1950,31,0,MNG,0.05
0.11,NA,Mongolia,1955,32,0,MNG,0.15
0.22,NA,Mongolia,1960,33,1,MNG,0.15
0.16,NA,Mongolia,1965,34,1,MNG,0.15
0,NA,Mongolia,1970,35,1,MNG,0.15
0,NA,Mongolia,1975,36,1,MNG,0.15
0,NA,Mongolia,1980,37,1,MNG,0.15
0,NA,Mongolia,1985,38,1,MNG,0.15
0.5,NA,Mongolia,1990,39,1,MNG,0.6
0.8333333,NA,Mongolia,1995,40,1,MNG,0.95
0.8333333,NA,Mongolia,2000,41,1,MNG,1
NA,NA,Modena,1950,31,0,MOD,NA
NA,NA,Modena,1955,32,0,MOD,NA
NA,NA,Modena,1960,33,0,MOD,NA
NA,NA,Modena,1965,34,0,MOD,NA
NA,NA,Modena,1970,35,0,MOD,NA
NA,NA,Modena,1975,36,0,MOD,NA
NA,NA,Modena,1980,37,0,MOD,NA
NA,NA,Modena,1985,38,0,MOD,NA
NA,NA,Modena,1990,39,0,MOD,NA
NA,NA,Modena,1995,40,0,MOD,NA
NA,NA,Modena,2000,41,0,MOD,NA
NA,NA,Mozambique,1950,31,0,MOZ,NA
NA,NA,Mozambique,1955,32,0,MOZ,NA
NA,7.364519,Mozambique,1960,33,0,MOZ,NA
0.12,7.419017,Mozambique,1965,34,0,MOZ,NA
NA,7.359494,Mozambique,1970,35,0,MOZ,NA
0.1666667,7.460438,Mozambique,1975,36,0,MOZ,0.1
0,7.029049,Mozambique,1980,37,1,MOZ,0.1
0.1666667,6.654599,Mozambique,1985,38,1,MOZ,0.1
0.1666667,6.830688,Mozambique,1990,39,1,MOZ,0.15
0.6666667,6.688275,Mozambique,1995,40,1,MOZ,0.8
0.6666667,6.944121,Mozambique,2000,41,1,MOZ,0.8
NA,NA,Mauritania,1950,31,0,MRT,NA
NA,NA,Mauritania,1955,32,0,MRT,NA
0.67,6.951782,Mauritania,1960,33,0,MRT,0.3
0.59,7.438795,Mauritania,1965,34,1,MRT,0.15
0.1666667,7.53964,Mauritania,1970,35,1,MRT,0.15
0.1666667,7.490358,Mauritania,1975,36,1,MRT,0.15
0,7.545162,Mauritania,1980,37,1,MRT,0.15
0,7.313798,Mauritania,1985,38,1,MRT,0.15
0,7.166897,Mauritania,1990,39,1,MRT,0.15
0.1666667,7.139542,Mauritania,1995,40,1,MRT,0.2
0.1666667,NA,Mauritania,2000,41,1,MRT,0.2
NA,8.571584,Mauritius,1950,31,0,MUS,NA
NA,8.450212,Mauritius,1955,32,0,MUS,NA
NA,8.057663,Mauritius,1960,33,0,MUS,NA
NA,8.355584,Mauritius,1965,34,0,MUS,NA
0.6666667,8.295341,Mauritius,1970,35,0,MUS,0.95
0.8333333,8.45127,Mauritius,1975,36,1,MUS,0.95
0.8333333,8.658683,Mauritius,1980,37,1,MUS,0.95
0.8333333,8.832932,Mauritius,1985,38,1,MUS,1
0.8333333,9.105606,Mauritius,1990,39,1,MUS,1
1,9.335156,Mauritius,1995,40,1,MUS,1
1,9.541922,Mauritius,2000,41,1,MUS,1
NA,NA,Malawi,1950,31,0,MWI,NA
NA,6.055119,Malawi,1955,32,0,MWI,NA
NA,6.03681,Malawi,1960,33,0,MWI,NA
0.58,6.17475,Malawi,1965,34,0,MWI,0.05
0,6.120677,Malawi,1970,35,1,MWI,0.05
0,6.389271,Malawi,1975,36,1,MWI,0.05
0.1666667,6.482756,Malawi,1980,37,1,MWI,0.05
0.1666667,6.476879,Malawi,1985,38,1,MWI,0.05
0,6.430699,Malawi,1990,39,1,MWI,0.05
0.8333333,6.51129,Malawi,1995,40,1,MWI,0.85
0.6666667,6.664136,Malawi,2000,41,1,MWI,0.85
NA,NA,Malaysia,1950,31,0,MYS,NA
NA,7.582372,Malaysia,1955,32,0,MYS,NA
0.84,7.658714,Malaysia,1960,33,0,MYS,1
0.8,7.823121,Malaysia,1965,34,1,MYS,1
0.8333333,7.966764,Malaysia,1970,35,1,MYS,0.55
0.6666667,8.186017,Malaysia,1975,36,1,MYS,0.7
0.6666667,8.492172,Malaysia,1980,37,1,MYS,0.7
0.6666667,8.603088,Malaysia,1985,38,1,MYS,0.7
0.3333333,8.783339,Malaysia,1990,39,1,MYS,0.7
0.5,9.071631,Malaysia,1995,40,1,MYS,0.65
0.3333333,9.202227,Malaysia,2000,41,1,MYS,0.65
NA,NA,Namibia,1950,31,0,NAM,NA
NA,NA,Namibia,1955,32,0,NAM,NA
NA,8.097447,Namibia,1960,33,0,NAM,NA
NA,8.332298,Namibia,1965,34,0,NAM,NA
NA,8.470129,Namibia,1970,35,0,NAM,NA
NA,8.612038,Namibia,1975,36,0,NAM,NA
NA,8.391611,Namibia,1980,37,0,NAM,NA
NA,8.400318,Namibia,1985,38,0,NAM,NA
0.8333333,8.319297,Namibia,1990,39,0,NAM,0.8
0.8333333,8.39278,Namibia,1995,40,1,NAM,0.8
0.8333333,NA,Namibia,2000,41,1,NAM,0.8
NA,NA,Niger,1950,31,0,NER,NA
NA,NA,Niger,1955,32,0,NER,NA
0.57,7.392861,Niger,1960,33,0,NER,0.15
0.16,7.466524,Niger,1965,34,1,NER,0.15
0.1666667,7.325603,Niger,1970,35,1,NER,0.15
0,7.056677,Niger,1975,36,1,NER,0.15
0,7.032337,Niger,1980,37,1,NER,0.15
0,6.7974,Niger,1985,38,1,NER,0.15
0.1666667,6.85442,Niger,1990,39,1,NER,0.15
0.6666667,6.716748,Niger,1995,40,1,NER,0.9
0.5,6.774415,Niger,2000,41,1,NER,0.7
NA,6.622696,Nigeria,1950,31,0,NGA,NA
NA,6.739598,Nigeria,1955,32,0,NGA,NA
0.87,6.939947,Nigeria,1960,33,0,NGA,0.9
