fhpolrigaug,lrgdpch,country,year,year_numeric,sample,code,polity4
NA,NA,Andorra,1950,31,0,ADO,NA
NA,NA,Andorra,1955,32,0,ADO,NA
NA,NA,Andorra,1960,33,1,ADO,NA
NA,NA,Andorra,1965,34,1,ADO,NA
0.5,NA,Andorra,1970,35,1,ADO,NA
NA,NA,Andorra,1975,36,1,ADO,NA
NA,NA,Andorra,1980,37,1,ADO,NA
NA,NA,Andorra,1985,38,1,ADO,NA
NA,NA,Andorra,1990,39,1,ADO,NA
1,NA,Andorra,1995,40,1,ADO,NA
1,NA,Andorra,2000,41,1,ADO,NA
0.12,NA,Afghanistan,1950,31,0,AFG,0
0.11,NA,Afghanistan,1955,32,0,AFG,0
0.14,NA,Afghanistan,1960,33,1,AFG,0
0.23,NA,Afghanistan,1965,34,1,AFG,0.15
0.5,NA,Afghanistan,1970,35,1,AFG,0.15
0,NA,Afghanistan,1975,36,1,AFG,0.15
0,NA,Afghanistan,1980,37,1,AFG,0.15
0,NA,Afghanistan,1985,38,1,AFG,0.15
0,NA,Afghanistan,1990,39,1,AFG,0.1
0,NA,Afghanistan,1995,40,1,AFG,NA
0,NA,Afghanistan,2000,41,1,AFG,0.15
NA,NA,Angola,1950,31,0,AGO,NA
NA,NA,Angola,1955,32,0,AGO,NA
NA,7.812518,Angola,1960,33,0,AGO,NA
0.12,7.963571,Angola,1965,34,0,AGO,NA
NA,8.11033,Angola,1970,35,0,AGO,NA
0.1666667,7.642973,Angola,1975,36,0,AGO,0.15
0,7.563512,Angola,1980,37,1,AGO,0.15
0,7.528483,Angola,1985,38,1,AGO,0.15
0,7.57377,Angola,1990,39,1,AGO,0.15
0.1666667,7.132994,Angola,1995,40,1,AGO,NA
0.1666667,NA,Angola,2000,41,1,AGO,0.35
0.24,NA,Albania,1950,31,0,ALB,0.05
0.24,NA,Albania,1955,32,0,ALB,0.05
0.2,NA,Albania,1960,33,1,ALB,0.05
0.18,NA,Albania,1965,34,1,ALB,0.05
0,NA,Albania,1970,35,1,ALB,0.05
0,NA,Albania,1975,36,1,ALB,0.05
0,NA,Albania,1980,37,1,ALB,0.05
0,NA,Albania,1985,38,1,ALB,0.05
0,NA,Albania,1990,39,1,ALB,0.55
0.6666667,7.947575,Albania,1995,40,1,ALB,0.75
0.5,8.1156,Albania,2000,41,1,ALB,0.75
NA,NA,United Arab Emirates,1950,31,0,ARE,NA
NA,NA,United Arab Emirates,1955,32,0,ARE,NA
NA,NA,United Arab Emirates,1960,33,0,ARE,NA
NA,NA,United Arab Emirates,1965,34,0,ARE,NA
0,NA,United Arab Emirates,1970,35,0,ARE,NA
0.1666667,NA,United Arab Emirates,1975,36,0,ARE,0.1
0.3333333,NA,United Arab Emirates,1980,37,1,ARE,0.1
0.3333333,NA,United Arab Emirates,1985,38,1,ARE,0.1
0.1666667,NA,United Arab Emirates,1990,39,1,ARE,0.1
0.1666667,NA,United Arab Emirates,1995,40,1,ARE,0.1
0.1666667,NA,United Arab Emirates,2000,41,1,ARE,0.1
0.49,8.768732,Argentina,1950,31,0,ARG,0.05
0.3,8.833524,Argentina,1955,32,0,ARG,NA
0.63,8.905374,Argentina,1960,33,1,ARG,0.45
0.53,9.01616,Argentina,1965,34,1,ARG,0.45
0.1666667,9.13399,Argentina,1970,35,1,ARG,0.05
0.8333333,9.20284,Argentina,1975,36,1,ARG,0.8
0.1666667,9.271142,Argentina,1980,37,1,ARG,0.05
0.8333333,9.065316,Argentina,1985,38,1,ARG,0.9
1,8.884429,Argentina,1990,39,1,ARG,0.85
0.8333333,9.236609,Argentina,1995,40,1,ARG,0.85
1,9.306237,Argentina,2000,41,1,ARG,0.9
NA,NA,Armenia,1950,31,0,ARM,NA
NA,NA,Armenia,1955,32,0,ARM,NA
NA,NA,Armenia,1960,33,0,ARM,NA
NA,NA,Armenia,1965,34,0,ARM,NA
NA,NA,Armenia,1970,35,0,ARM,NA
NA,NA,Armenia,1975,36,0,ARM,NA
NA,NA,Armenia,1980,37,0,ARM,NA
NA,NA,Armenia,1985,38,0,ARM,NA
NA,NA,Armenia,1990,39,0,ARM,NA
0.5,7.735623,Armenia,1995,40,0,ARM,0.65
0.5,7.934454,Armenia,2000,41,1,ARM,0.75
NA,NA,Antigua,1950,31,0,ATG,NA
NA,NA,Antigua,1955,32,0,ATG,NA
NA,NA,Antigua,1960,33,0,ATG,NA
NA,NA,Antigua,1965,34,0,ATG,NA
NA,NA,Antigua,1970,35,0,ATG,NA
NA,NA,Antigua,1975,36,0,ATG,NA
NA,8.995663,Antigua,1980,37,0,ATG,NA
0.8333333,9.256453,Antigua,1985,38,0,ATG,NA
0.6666667,9.47458,Antigua,1990,39,1,ATG,NA
0.5,9.431346,Antigua,1995,40,1,ATG,NA
0.5,9.722494,Antigua,2000,41,1,ATG,NA
0.99,9.124109,Australia,1950,31,0,AUS,1
1,9.200232,Australia,1955,32,0,AUS,1
1,9.277876,Australia,1960,33,1,AUS,1
1,9.420744,Australia,1965,34,1,AUS,1
1,9.603759,Australia,1970,35,1,AUS,1
1,9.657485,Australia,1975,36,1,AUS,1
1,9.748026,Australia,1980,37,1,AUS,1
1,9.820157,Australia,1985,38,1,AUS,1
1,9.906652,Australia,1990,39,1,AUS,1
1,10.01196,Australia,1995,40,1,AUS,1
1,10.14875,Australia,2000,41,1,AUS,1
NA,8.346102,Austria,1950,31,0,AUT,1
NA,8.622914,Austria,1955,32,0,AUT,1
0.97,8.900677,Austria,1960,33,1,AUT,1
0.97,9.080444,Austria,1965,34,1,AUT,1
1,9.321485,Austria,1970,35,1,AUT,1
1,9.49425,Austria,1975,36,1,AUT,1
1,9.666615,Austria,1980,37,1,AUT,1
1,9.726995,Austria,1985,38,1,AUT,1
1,9.894085,Austria,1990,39,1,AUT,1
1,9.953502,Austria,1995,40,1,AUT,1
1,10.07224,Austria,2000,41,1,AUT,1
NA,NA,Azerbaijan,1950,31,0,AZE,NA
NA,NA,Azerbaijan,1955,32,0,AZE,NA
NA,NA,Azerbaijan,1960,33,0,AZE,NA
NA,NA,Azerbaijan,1965,34,0,AZE,NA
NA,NA,Azerbaijan,1970,35,0,AZE,NA
NA,NA,Azerbaijan,1975,36,0,AZE,NA
NA,NA,Azerbaijan,1980,37,0,AZE,NA
NA,NA,Azerbaijan,1985,38,0,AZE,NA
NA,NA,Azerbaijan,1990,39,0,AZE,NA
0.1666667,7.683833,Azerbaijan,1995,40,0,AZE,0.2
0.1666667,7.936543,Azerbaijan,2000,41,1,AZE,0.15
NA,NA,Baden,1950,31,0,BAD,NA
NA,NA,Baden,1955,32,0,BAD,NA
NA,NA,Baden,1960,33,0,BAD,NA
NA,NA,Baden,1965,34,0,BAD,NA
NA,NA,Baden,1970,35,0,BAD,NA
NA,NA,Baden,1975,36,0,BAD,NA
NA,NA,Baden,1980,37,0,BAD,NA
NA,NA,Baden,1985,38,0,BAD,NA
NA,NA,Baden,1990,39,0,BAD,NA
NA,NA,Baden,1995,40,0,BAD,NA
NA,NA,Baden,2000,41,0,BAD,NA
NA,NA,Bavaria,1950,31,0,BAV,NA
NA,NA,Bavaria,1955,32,0,BAV,NA
NA,NA,Bavaria,1960,33,0,BAV,NA
NA,NA,Bavaria,1965,34,0,BAV,NA
NA,NA,Bavaria,1970,35,0,BAV,NA
NA,NA,Bavaria,1975,36,0,BAV,NA
NA,NA,Bavaria,1980,37,0,BAV,NA
NA,NA,Bavaria,1985,38,0,BAV,NA
NA,NA,Bavaria,1990,39,0,BAV,NA
NA,NA,Bavaria,1995,40,0,BAV,NA
NA,NA,Bavaria,2000,41,0,BAV,NA
NA,NA,Burundi,1950,31,0,BDI,NA
NA,NA,Burundi,1955,32,0,BDI,NA
0.31,6.283445,Burundi,1960,33,0,BDI,NA
0.58,6.400949,Burundi,1965,34,0,BDI,NA
0,6.743066,Burundi,1970,35,1,BDI,0.15
0,6.644792,Burundi,1975,36,1,BDI,0.15
0,6.623969,Burundi,1980,37,1,BDI,0.15
0,6.609796,Burundi,1985,38,1,BDI,0.15
0,6.719303,Burundi,1990,39,1,BDI,0.15
0.1666667,6.541517,Burundi,1995,40,1,BDI,NA
0.1666667,6.25998,Burundi,2000,41,1,BDI,0.45
1,8.716015,Belgium,1950,31,0,BEL,1
1,8.856646,Belgium,1955,32,0,BEL,1
1,8.95908,Belgium,1960,33,1,BEL,1
1,9.188131,Belgium,1965,34,1,BEL,1
1,9.404516,Belgium,1970,35,1,BEL,1
1,9.550781,Belgium,1975,36,1,BEL,1
1,9.700546,Belgium,1980,37,1,BEL,1
1,9.737533,Belgium,1985,38,1,BEL,1
1,9.897312,Belgium,1990,39,1,BEL,1
1,9.948232,Belgium,1995,40,1,BEL,1
1,10.07665,Belgium,2000,41,1,BEL,1
NA,NA,Benin,1950,31,0,BEN,NA
NA,NA,Benin,1955,32,0,BEN,NA
0.55,6.972244,Benin,1960,33,0,BEN,0.6
0.25,7.013138,Benin,1965,34,1,BEN,0.15
0,6.997882,Benin,1970,35,1,BEN,0.4
0,6.887999,Benin,1975,36,1,BEN,0.15
0,6.907778,Benin,1980,37,1,BEN,0.15
0,7.066224,Benin,1985,38,1,BEN,0.15
0.1666667,6.90776,Benin,1990,39,1,BEN,NA
0.8333333,6.971512,Benin,1995,40,1,BEN,0.8
0.8333333,7.101663,Benin,2000,41,1,BEN,0.8
NA,NA,Burkina Faso,1950,31,0,BFA,NA
NA,NA,Burkina Faso,1955,32,0,BFA,NA
0.14,6.626073,Burkina Faso,1960,33,0,BFA,0.15
0.07,6.438499,Burkina Faso,1965,34,1,BFA,0.15
0.6666667,6.50586,Burkina Faso,1970,35,1,BFA,0.3
0.1666667,6.581646,Burkina Faso,1975,36,1,BFA,0.3
0.1666667,6.639576,Burkina Faso,1980,37,1,BFA,0.15
0,6.71311,Burkina Faso,1985,38,1,BFA,0.15
0.1666667,6.739776,Burkina Faso,1990,39,1,BFA,0.15
0.3333333,6.770059,Burkina Faso,1995,40,1,BFA,0.25
0.5,6.863626,Burkina Faso,2000,41,1,BFA,0.35
NA,NA,Bangladesh,1950,31,0,BGD,NA
NA,NA,Bangladesh,1955,32,0,BGD,NA
NA,6.963459,Bangladesh,1960,33,0,BGD,NA
NA,6.993114,Bangladesh,1965,34,0,BGD,NA
0.8333333,7.007203,Bangladesh,1970,35,0,BGD,NA
0,6.870495,Bangladesh,1975,36,0,BGD,0.15
0.6666667,6.880692,Bangladesh,1980,37,1,BGD,0.3
0.3333333,7.060115,Bangladesh,1985,38,1,BGD,0.15
0.3333333,7.153151,Bangladesh,1990,39,1,BGD,0.25
0.6666667,7.291024,Bangladesh,1995,40,1,BGD,0.8
0.6666667,7.428857,Bangladesh,2000,41,1,BGD,0.8
0.23,NA,Bulgaria,1950,31,0,BGR,0.15
0.3,NA,Bulgaria,1955,32,0,BGR,0.15
0.23,NA,Bulgaria,1960,33,1,BGR,0.15
0.37,NA,Bulgaria,1965,34,1,BGR,0.15
0,NA,Bulgaria,1970,35,1,BGR,0.15
0,NA,Bulgaria,1975,36,1,BGR,0.15
0,NA,Bulgaria,1980,37,1,BGR,0.15
0,NA,Bulgaria,1985,38,1,BGR,0.15
0.6666667,NA,Bulgaria,1990,39,1,BGR,0.9
0.8333333,8.818811,Bulgaria,1995,40,1,BGR,0.9
0.8333333,8.663001,Bulgaria,2000,41,1,BGR,0.9
NA,NA,Bahrain,1950,31,0,BHR,NA
NA,NA,Bahrain,1955,32,0,BHR,NA
NA,NA,Bahrain,1960,33,0,BHR,NA
NA,NA,Bahrain,1965,34,0,BHR,NA
0.1666667,NA,Bahrain,1970,35,0,BHR,NA
0.1666667,NA,Bahrain,1975,36,0,BHR,0
0.3333333,NA,Bahrain,1980,37,1,BHR,0
0.3333333,NA,Bahrain,1985,38,1,BHR,0
0.1666667,NA,Bahrain,1990,39,1,BHR,0
0.1666667,NA,Bahrain,1995,40,1,BHR,0.05
0,NA,Bahrain,2000,41,1,BHR,0.05
NA,NA,Bahamas,1950,31,0,BHS,NA
NA,NA,Bahamas,1955,32,0,BHS,NA
NA,NA,Bahamas,1960,33,0,BHS,NA
NA,NA,Bahamas,1965,34,0,BHS,NA
NA,NA,Bahamas,1970,35,0,BHS,NA
1,NA,Bahamas,1975,36,0,BHS,NA
1,NA,Bahamas,1980,37,1,BHS,NA
0.8333333,NA,Bahamas,1985,38,1,BHS,NA
0.8333333,NA,Bahamas,1990,39,1,BHS,NA
1,NA,Bahamas,1995,40,1,BHS,NA
1,NA,Bahamas,2000,41,1,BHS,NA
NA,NA,Bosnia and Herzegovina,1950,31,0,BIH,NA
NA,NA,Bosnia and Herzegovina,1955,32,0,BIH,NA
NA,NA,Bosnia and Herzegovina,1960,33,0,BIH,NA
NA,NA,Bosnia and Herzegovina,1965,34,0,BIH,NA
NA,NA,Bosnia and Herzegovina,1970,35,0,BIH,NA
NA,NA,Bosnia and Herzegovina,1975,36,0,BIH,NA
NA,NA,Bosnia and Herzegovina,1980,37,0,BIH,NA
NA,NA,Bosnia and Herzegovina,1985,38,0,BIH,NA
NA,NA,Bosnia and Herzegovina,1990,39,0,BIH,NA
0.1666667,NA,Bosnia and Herzegovina,1995,40,0,BIH,NA
0.3333333,NA,Bosnia and Herzegovina,2000,41,1,BIH,NA
NA,NA,Belarus,1950,31,0,BLR,NA
NA,NA,Belarus,1955,32,0,BLR,NA
NA,NA,Belarus,1960,33,0,BLR,NA
NA,NA,Belarus,1965,34,0,BLR,NA
NA,NA,Belarus,1970,35,0,BLR,NA
NA,NA,Belarus,1975,36,0,BLR,NA
NA,NA,Belarus,1980,37,0,BLR,NA
NA,NA,Belarus,1985,38,0,BLR,NA
NA,9.103862,Belarus,1990,39,0,BLR,NA
0.3333333,8.616843,Belarus,1995,40,0,BLR,0.5
0.1666667,9.03808,Belarus,2000,41,1,BLR,0.15
NA,NA,Belize,1950,31,0,BLZ,NA
NA,NA,Belize,1955,32,0,BLZ,NA
NA,NA,Belize,1960,33,0,BLZ,NA
NA,NA,Belize,1965,34,0,BLZ,NA
NA,NA,Belize,1970,35,0,BLZ,NA
NA,NA,Belize,1975,36,0,BLZ,NA
NA,8.448585,Belize,1980,37,0,BLZ,NA
1,8.390313,Belize,1985,38,0,BLZ,NA
1,8.638631,Belize,1990,39,1,BLZ,NA
1,8.735215,Belize,1995,40,1,BLZ,NA
1,8.79349,Belize,2000,41,1,BLZ,NA
0.68,7.919169,Bolivia,1950,31,0,BOL,0.25
0.41,7.869213,Bolivia,1955,32,0,BOL,NA
0.6,7.763807,Bolivia,1960,33,1,BOL,0.35
0.36,7.898943,Bolivia,1965,34,1,BOL,0.3
0.3333333,7.823202,Bolivia,1970,35,1,BOL,0.25
0.1666667,7.980182,Bolivia,1975,36,1,BOL,0.15
0,8.023971,Bolivia,1980,37,1,BOL,0.15
0.8333333,7.840896,Bolivia,1985,38,1,BOL,0.95
0.8333333,7.8022030000000004,Bolivia,1990,39,1,BOL,0.95
0.8333333,7.868782,Bolivia,1995,40,1,BOL,0.95
1,7.909896,Bolivia,2000,41,1,BOL,0.95
0.83,7.411589,Brazil,1950,31,0,BRA,0.75
0.89,7.583867,Brazil,1955,32,0,BRA,0.75
0.91,7.771254,Brazil,1960,33,1,BRA,0.8
0.61,7.952501,Brazil,1965,34,1,BRA,0.05
0.3333333,8.194207,Brazil,1970,35,1,BRA,0.05
0.5,8.54979,Brazil,1975,36,1,BRA,0.3
0.5,8.760891,Brazil,1980,37,1,BRA,0.3
0.6666667,8.724344,Brazil,1985,38,1,BRA,0.85
0.8333333,8.735161,Brazil,1990,39,1,BRA,0.9
0.8333333,8.819525,Brazil,1995,40,1,BRA,0.9
0.6666667,8.880447,Brazil,2000,41,1,BRA,0.9
NA,NA,Barbados,1950,31,0,BRB,NA
NA,NA,Barbados,1955,32,0,BRB,NA
NA,8.130892,Barbados,1960,33,0,BRB,NA
1,8.374012,Barbados,1965,34,0,BRB,NA
1,8.706109,Barbados,1970,35,0,BRB,NA
1,9.018889,Barbados,1975,36,1,BRB,NA
1,9.230895,Barbados,1980,37,1,BRB,NA
1,9.247156,Barbados,1985,38,1,BRB,NA
1,9.509151,Barbados,1990,39,1,BRB,NA
1,9.524599,Barbados,1995,40,1,BRB,NA
1,9.705969,Barbados,2000,41,1,BRB,NA
NA,NA,Brunei,1950,31,0,BRN,NA
NA,NA,Brunei,1955,32,0,BRN,NA
NA,NA,Brunei,1960,33,0,BRN,NA
NA,NA,Brunei,1965,34,0,BRN,NA
0.1666667,NA,Brunei,1970,35,0,BRN,NA
0.1666667,NA,Brunei,1975,36,0,BRN,NA
0.1666667,NA,Brunei,1980,37,0,BRN,NA
0.1666667,NA,Brunei,1985,38,0,BRN,NA
0.1666667,NA,Brunei,1990,39,1,BRN,NA
0,NA,Brunei,1995,40,1,BRN,NA
0,NA,Brunei,2000,41,1,BRN,NA
NA,NA,Bhutan,1950,31,0,BTN,0
NA,NA,Bhutan,1955,32,0,BTN,0.1
NA,NA,Bhutan,1960,33,1,BTN,0.1
NA,NA,Bhutan,1965,34,1,BTN,0.1
0.5,NA,Bhutan,1970,35,1,BTN,0.1
0.5,NA,Bhutan,1975,36,1,BTN,0.1
0.3333333,NA,Bhutan,1980,37,1,BTN,0.1
0.3333333,NA,Bhutan,1985,38,1,BTN,0.1
0.1666667,NA,Bhutan,1990,39,1,BTN,0.1
0,NA,Bhutan,1995,40,1,BTN,0.1
0,NA,Bhutan,2000,41,1,BTN,0.1
NA,NA,Botswana,1950,31,0,BWA,NA
NA,NA,Botswana,1955,32,0,BWA,NA
NA,6.864856,Botswana,1960,33,0,BWA,NA
NA,6.888062,Botswana,1965,34,0,BWA,NA
0.6666667,7.08392,Botswana,1970,35,0,BWA,0.85
0.8333333,7.704757,Botswana,1975,36,1,BWA,0.85
0.8333333,8.141397,Botswana,1980,37,1,BWA,0.85
0.8333333,8.322673,Botswana,1985,38,1,BWA,0.85
1,8.598033,Botswana,1990,39,1,BWA,0.9
0.8333333,8.680874,Botswana,1995,40,1,BWA,0.9
0.8333333,NA,Botswana,2000,41,1,BWA,0.95
NA,NA,Central African Republic,1950,31,0,CAF,NA
NA,NA,Central African Republic,1955,32,0,CAF,NA
0.65,7.685929,Central African Republic,1960,33,0,CAF,0.15
0.34,7.661548,Central African Republic,1965,34,1,CAF,0.15
0,7.714268,Central African Republic,1970,35,1,CAF,0.15
0,7.544977,Central African Republic,1975,36,1,CAF,0.15
0,7.493813,Central African Republic,1980,37,1,CAF,0.15
0,7.350046,Central African Republic,1985,38,1,CAF,0.15
0.1666667,7.231359,Central African Republic,1990,39,1,CAF,0.15
0.6666667,6.997157,Central African Republic,1995,40,1,CAF,0.75
0.6666667,NA,Central African Republic,2000,41,1,CAF,0.75
0.99,9.115211,Canada,1950,31,0,CAN,1
1,9.205848,Canada,1955,32,0,CAN,1
1,9.247975,Canada,1960,33,1,CAN,1
1,9.429002,Canada,1965,34,1,CAN,1
1,9.554069,Canada,1970,35,1,CAN,1
1,9.719351,Canada,1975,36,1,CAN,1
1,9.851376,Canada,1980,37,1,CAN,1
1,9.937892,Canada,1985,38,1,CAN,1
1,10.01457,Canada,1990,39,1,CAN,1
1,10.04093,Canada,1995,40,1,CAN,1
1,10.20005,Canada,2000,41,1,CAN,1
1,9.254487,Switzerland,1950,31,0,CHE,1
0.99,9.446556,Switzerland,1955,32,0,CHE,1
1,9.614354,Switzerland,1960,33,1,CHE,1
1,9.781814,Switzerland,1965,34,1,CHE,1
1,9.933574,Switzerland,1970,35,1,CHE,1
1,9.923444,Switzerland,1975,36,1,CHE,1
1,10.01333,Switzerland,1980,37,1,CHE,1
1,10.05375,Switzerland,1985,38,1,CHE,1
1,10.17087,Switzerland,1990,39,1,CHE,1
1,10.1079,Switzerland,1995,40,1,CHE,1
1,10.18164,Switzerland,2000,41,1,CHE,1
0.83,NA,Chile,1950,31,0,CHL,0.6
0.82,8.169785,Chile,1955,32,0,CHL,0.75
1,8.256587,Chile,1960,33,1,CHL,0.75
0.97,8.318665,Chile,1965,34,1,CHL,0.8
1,8.475132,Chile,1970,35,1,CHL,0.8
0,8.336102,Chile,1975,36,1,CHL,0.15
0.1666667,8.59636,Chile,1980,37,1,CHL,0.15
0.1666667,8.514451,Chile,1985,38,1,CHL,0.2
0.8333333,8.723846,Chile,1990,39,1,CHL,0.9
0.8333333,9.046407,Chile,1995,40,1,CHL,0.9
0.8333333,9.202866,Chile,2000,41,1,CHL,0.95
0.24,NA,China,1950,31,0,CHN,0.1
NA,6.431236,China,1955,32,0,CHN,0.1
0.23,6.524397,China,1960,33,1,CHN,0.1
0.16,6.643185,China,1965,34,1,CHN,0.1
0,6.702918,China,1970,35,1,CHN,0.1
0,6.810732,China,1975,36,1,CHN,0.1
0.1666667,6.974238,China,1980,37,1,CHN,0.15
0.1666667,7.29593,China,1985,38,1,CHN,0.15
0,7.48804,China,1990,39,1,CHN,0.15
0,7.943825,China,1995,40,1,CHN,0.15
0,8.22879,China,2000,41,1,CHN,0.15
NA,NA,Cote d'Ivoire,1950,31,0,CIV,NA
NA,NA,Cote d'Ivoire,1955,32,0,CIV,NA
0.43,7.395059,Cote d'Ivoire,1960,33,0,CIV,0.05
0.41,7.517912,Cote d'Ivoire,1965,34,1,CIV,0.05
0.1666667,7.779274,Cote d'Ivoire,1970,35,1,CIV,0.05
0.1666667,7.91229,Cote d'Ivoire,1975,36,1,CIV,0.05
0.1666667,7.834884,Cote d'Ivoire,1980,37,1,CIV,0.05
0.1666667,7.750678,Cote d'Ivoire,1985,38,1,CIV,0.05
0.1666667,7.660792,Cote d'Ivoire,1990,39,1,CIV,0.15
0.1666667,7.564293,Cote d'Ivoire,1995,40,1,CIV,0.2
0.1666667,7.533251,Cote d'Ivoire,2000,41,1,CIV,0.7
NA,NA,Cameroon,1950,31,0,CMR,NA
NA,NA,Cameroon,1955,32,0,CMR,NA
0.73,7.426562,Cameroon,1960,33,0,CMR,0.2
0.56,7.43674,Cameroon,1965,34,1,CMR,0.2
0.1666667,7.365277,Cameroon,1970,35,1,CMR,0.15
0.1666667,7.550082,Cameroon,1975,36,1,CMR,0.1
0.1666667,7.662082,Cameroon,1980,37,1,CMR,0.1
0.1666667,7.935494,Cameroon,1985,38,1,CMR,0.1
0.1666667,7.725914,Cameroon,1990,39,1,CMR,0.1
0,7.525447,Cameroon,1995,40,1,CMR,0.3
0,7.62151,Cameroon,2000,41,1,CMR,0.3
NA,NA,"Congo, Rep.",1950,31,0,COG,NA
NA,NA,"Congo, Rep.",1955,32,0,COG,NA
0.71,6.200138,"Congo, Rep.",1960,33,0,COG,0.7
0.46,6.680865,"Congo, Rep.",1965,34,1,COG,0.15
0,6.83407,"Congo, Rep.",1970,35,1,COG,0.15
0.3333333,7.08902,"Congo, Rep.",1975,36,1,COG,0.15
0,7.354609,"Congo, Rep.",1980,37,1,COG,0.1
0,7.680787,"Congo, Rep.",1985,38,1,COG,0.1
0.1666667,7.646156,"Congo, Rep.",1990,39,1,COG,0.1
0.5,7.473289,"Congo, Rep.",1995,40,1,COG,0.75
0.1666667,7.500045,"Congo, Rep.",2000,41,1,COG,0.2
0.6,7.69963,Colombia,1950,31,0,COL,0.25
NA,7.82476,Colombia,1955,32,0,COL,0.25
0.7,7.83598,Colombia,1960,33,1,COL,0.85
0.71,7.917769,Colombia,1965,34,1,COL,0.85
0.8333333,8.058127,Colombia,1970,35,1,COL,0.85
0.8333333,8.220092,Colombia,1975,36,1,COL,0.9
0.8333333,8.369085,Colombia,1980,37,1,COL,0.9
0.8333333,8.377017,Colombia,1985,38,1,COL,0.9
0.6666667,8.504004,Colombia,1990,39,1,COL,0.9
0.5,8.608838,Colombia,1995,40,1,COL,0.85
0.5,8.591086,Colombia,2000,41,1,COL,0.85
NA,NA,Comoros,1950,31,0,COM,NA
NA,NA,Comoros,1955,32,0,COM,NA
NA,7.563939,Comoros,1960,33,0,COM,NA
NA,7.698801,Comoros,1965,34,0,COM,NA
NA,7.763431,Comoros,1970,35,0,COM,NA
0.3333333,7.773191,Comoros,1975,36,0,COM,0.75
0.5,7.63765,Comoros,1980,37,1,COM,0.25
0.1666667,7.723227,Comoros,1985,38,1,COM,0.15
0.3333333,7.676051,Comoros,1990,39,1,COM,0.7
0.5,7.417264,Comoros,1995,40,1,COM,NA
0.1666667,7.363977,Comoros,2000,41,1,COM,0.45
NA,NA,Cape Verde,1950,31,0,CPV,NA
NA,NA,Cape Verde,1955,32,0,CPV,NA
NA,6.902211,Cape Verde,1960,33,0,CPV,NA
NA,6.851697,Cape Verde,1965,34,0,CPV,NA
NA,7.234652,Cape Verde,1970,35,0,CPV,NA
0.3333333,7.070885,Cape Verde,1975,36,0,CPV,NA
0.1666667,7.571468,Cape Verde,1980,37,1,CPV,NA
0.1666667,7.835604,Cape Verde,1985,38,1,CPV,NA
0.3333333,7.976821,Cape Verde,1990,39,1,CPV,NA
1,8.063305,Cape Verde,1995,40,1,CPV,NA
1,8.300804,Cape Verde,2000,41,1,CPV,NA
0.84,7.817067,Costa Rica,1950,31,0,CRI,1
0.9,8.081528,Costa Rica,1955,32,0,CRI,1
0.91,8.153575,Costa Rica,1960,33,1,CRI,1
0.9,8.222897,Costa Rica,1965,34,1,CRI,1
1,8.33831,Costa Rica,1970,35,1,CRI,1
1,8.483473,Costa Rica,1975,36,1,CRI,1
1,8.597603,Costa Rica,1980,37,1,CRI,1
1,8.443103,Costa Rica,1985,38,1,CRI,1
1,8.503364,Costa Rica,1990,39,1,CRI,1
1,8.581841,Costa Rica,1995,40,1,CRI,1
1,8.677622,Costa Rica,2000,41,1,CRI,1
0.93,NA,Cuba,1950,31,0,CUB,0.65
0.38,NA,Cuba,1955,32,0,CUB,0.05
0.14,NA,Cuba,1960,33,1,CUB,NA
0.05,NA,Cuba,1965,34,1,CUB,0.15
0,NA,Cuba,1970,35,1,CUB,0.15
0,NA,Cuba,1975,36,1,CUB,0.15
0.1666667,NA,Cuba,1980,37,1,CUB,0.15
0.1666667,8.840083,Cuba,1985,38,1,CUB,0.15
0,8.80514,Cuba,1990,39,1,CUB,0.15
0,8.534362,Cuba,1995,40,1,CUB,0.15
0,NA,Cuba,2000,41,1,CUB,0.15
NA,7.749754,Cyprus,1950,31,0,CYP,NA
NA,7.974775,Cyprus,1955,32,0,CYP,NA
0.86,7.997364,Cyprus,1960,33,0,CYP,0.9
0.87,8.290691,Cyprus,1965,34,1,CYP,NA
0.8333333,8.570662,Cyprus,1970,35,1,CYP,0.85
0.5,8.415262,Cyprus,1975,36,1,CYP,1
0.6666667,8.957566,Cyprus,1980,37,1,CYP,1
1,9.16623,Cyprus,1985,38,1,CYP,1
1,9.465647,Cyprus,1990,39,1,CYP,1
1,9.68425,Cyprus,1995,40,1,CYP,1
1,NA,Cyprus,2000,41,1,CYP,1
NA,NA,Czech Republic,1950,31,0,CZE,NA
NA,NA,Czech Republic,1955,32,0,CZE,NA
NA,NA,Czech Republic,1960,33,0,CZE,NA
NA,NA,Czech Republic,1965,34,0,CZE,NA
NA,NA,Czech Republic,1970,35,0,CZE,NA
NA,NA,Czech Republic,1975,36,0,CZE,NA
NA,NA,Czech Republic,1980,37,0,CZE,NA
NA,NA,Czech Republic,1985,38,0,CZE,NA
NA,9.516825,Czech Republic,1990,39,0,CZE,NA
1,9.465741,Czech Republic,1995,40,0,CZE,1
1,9.522665,Czech Republic,2000,41,1,CZE,1
0.13,NA,Czechoslovakia,1950,31,0,CZE_1,0.15
0.22,NA,Czechoslovakia,1955,32,0,CZE_1,0.15
0.22,NA,Czechoslovakia,1960,33,1,CZE_1,0.15
0.2,NA,Czechoslovakia,1965,34,1,CZE_1,0.15
0,NA,Czechoslovakia,1970,35,1,CZE_1,0.15
0,NA,Czechoslovakia,1975,36,1,CZE_1,0.15
