observ,barrio,calle,altura,institut,institu3,distanz,edpub,estserv,banco,totrob,mes,monat
738,Once,Ecuador,a600,1,1,0,0,0,0,0,12,Dezember
770,Once,Paso,a500,0,1,1,0,0,0,0,12,Dezember
745,Once,Boulogne Sur Mer,a500,0,1,1,0,0,0,0,12,Dezember
737,Once,Ecuador,a500,1,1,0,0,0,0,0,12,Dezember
856,Once,Tucuman,a2900,0,1,1,0,0,0,0,12,Dezember
855,Once,Tucuman,a2800,0,1,1,0,0,0,0.25,12,Dezember
853,Once,Tucuman,a2600,0,1,1,0,0,0,0,12,Dezember
852,Once,Tucuman,a2500,0,0,2,0,0,0,0,12,Dezember
854,Once,Tucuman,a2700,0,1,1,0,0,0,0.25,12,Dezember
550,V. Crespo,Angel Gallardo,a200,0,0,3,0,0,0,0,12,Dezember
533,V. Crespo,Julian Alvarez,a300,0,0,2,0,0,0,0,12,Dezember
677,V. Crespo,Vera,a100,0,0,2,0,0,0,0,12,Dezember
666,V. Crespo,Corrientes,a4900,0,0,3,0,0,0,0,12,Dezember
678,V. Crespo,Vera,a200,0,0,2,0,0,0,0,12,Dezember
709,V. Crespo,Luis Maria Drago,a0-100,0,0,2,0,0,0,0,12,Dezember
549,V. Crespo,Angel Gallardo,a100,0,0,3,0,0,0,0,12,Dezember
710,V. Crespo,Luis Maria Drago,a100,0,1,1,0,0,0,0,12,Dezember
538,V. Crespo,Lavalleja,a200,0,1,1,0,0,0,0,12,Dezember
676,V. Crespo,Vera,a0-100,0,0,3,0,0,0,0,12,Dezember
544,V. Crespo,Frias,a200,0,0,2,0,0,0,0,12,Dezember
547,V. Crespo,Angel Gallardo,a0-50,0,0,5,0,0,1,0,12,Dezember
690,V. Crespo,Velasco,a300,0,0,3,0,0,0,0,12,Dezember
548,V. Crespo,Angel Gallardo,a50-100,0,0,4,0,0,0,0,12,Dezember
664,V. Crespo,Corrientes,a4700,0,0,4,0,0,0,0,12,Dezember
539,V. Crespo,Lavalleja,a300,0,0,2,0,0,0,0,12,Dezember
545,V. Crespo,Frias,a300,0,0,3,0,0,0,0,12,Dezember
667,V. Crespo,Corrientes,a5000,0,0,3,0,0,1,0,12,Dezember
665,V. Crespo,Corrientes,a4800,0,0,3,0,0,0,0,12,Dezember
733,Once,Ecuador,a0-100,0,0,4,0,0,0,0.25,12,Dezember
828,Once,Sarmiento,a2900,0,0,2,0,0,0,0.25,12,Dezember
821,Once,Tte. Gral. Peron,a3000,0,1,1,0,0,0,0,12,Dezember
726,Once,Jean Jaures,a300,0,0,2,0,0,0,0,12,Dezember
742,Once,Boulogne Sur Mer,a200,0,1,1,0,0,0,0.25,12,Dezember
827,Once,Sarmiento,a2800,0,0,2,0,0,0,0.25,12,Dezember
744,Once,Boulogne Sur Mer,a400,0,1,1,0,0,0,0.25,12,Dezember
829,Once,Sarmiento,a3000,0,0,2,0,0,0,0,12,Dezember
819,Once,Tte. Gral. Peron,a2800,0,1,1,0,0,0,0,12,Dezember
806,Once,Rivadavia,a3000,0,0,4,0,1,0,0,12,Dezember
727,Once,Jean Jaures,a400,0,0,2,1,1,0,0,12,Dezember
834,Once,Valentin Gomez,a3000,0,1,1,0,0,1,0,12,Dezember
736,Once,Ecuador,a400,0,1,1,0,0,0,0,12,Dezember
820,Once,Tte. Gral. Peron,a2900,1,1,0,1,0,0,0,12,Dezember
804,Once,Rivadavia,a2800,0,0,4,0,0,1,0,12,Dezember
832,Once,Valentin Gomez,a2800,0,1,1,0,0,1,0.25,12,Dezember
735,Once,Ecuador,a300,0,1,1,0,0,1,0,12,Dezember
833,Once,Valentin Gomez,a2900,1,1,0,0,0,0,0.25,12,Dezember
734,Once,Ecuador,a200,0,1,1,0,0,0,1,12,Dezember
724,Once,Jean Jaures,a0-100,0,0,3,0,0,0,0,12,Dezember
725,Once,Jean Jaures,a200,0,0,2,0,0,0,0,12,Dezember
813,Once,Bartolome Mitre,a3000,0,0,3,0,0,0,0.25,12,Dezember
805,Once,Rivadavia,a2900,0,0,5,0,0,0,0,12,Dezember
743,Once,Boulogne Sur Mer,a300,0,1,1,0,0,0,1.5,12,Dezember
812,Once,Bartolome Mitre,a2800/2900,0,0,3,0,0,0,0.25,12,Dezember
841,Once,Corrientes,a2900,0,1,1,0,0,0,0,12,Dezember
840,Once,Corrientes,a2800,0,0,2,0,0,0,0,12,Dezember
842,Once,Corrientes,a3000,0,1,1,0,0,0,0,12,Dezember
811,Once,Bartolome Mitre,a2700,0,0,3,0,0,0,0,12,Dezember
825,Once,Sarmiento,a2600,0,0,3,0,0,1,0,12,Dezember
826,Once,Sarmiento,a2700,0,0,3,0,0,0,0,12,Dezember
802,Once,Rivadavia,a2600,0,0,4,0,0,1,0,12,Dezember
809,Once,Bartolome Mitre,a2500,0,0,2,0,0,0,0,12,Dezember
831,Once,Valentin Gomez,a2700,0,0,2,0,0,0,0,12,Dezember
817,Once,Tte. Gral. Peron,a2600,0,0,2,0,0,0,0,12,Dezember
766,Once,Paso,a100,0,0,2,0,0,0,0,12,Dezember
803,Once,Rivadavia,a2700,0,0,4,0,0,0,0,12,Dezember
760,Once,Castelli,a0-100,0,0,4,0,0,0,0,12,Dezember
801,Once,Rivadavia,a2500,0,0,3,0,0,1,0,12,Dezember
767,Once,Paso,a200,0,0,2,0,0,0,0,12,Dezember
765,Once,Paso,a0-100,0,0,3,0,0,0,0,12,Dezember
816,Once,Tte. Gral. Peron,a2500,0,1,1,0,0,0,0,12,Dezember
763,Once,Castelli,a300,0,0,3,0,0,0,0,12,Dezember
818,Once,Tte. Gral. Peron,a2700,0,0,2,0,0,0,0,12,Dezember
768,Once,Paso,a300,0,1,1,0,0,0,0,12,Dezember
764,Once,Castelli,a400,0,0,2,0,0,0,0,12,Dezember
810,Once,Bartolome Mitre,a2600,0,0,3,0,0,0,0,12,Dezember
824,Once,Sarmiento,a2500,0,0,2,0,0,1,0,12,Dezember
830,Once,Valentin Gomez,a2600,0,0,2,0,0,0,0,12,Dezember
761,Once,Castelli,a100,0,0,3,0,0,0,1,12,Dezember
762,Once,Castelli,a200,0,0,3,0,0,0,0,12,Dezember
837,Once,Corrientes,a2500,0,1,1,1,0,1,0,12,Dezember
839,Once,Corrientes,a2700,0,0,2,0,0,0,0,12,Dezember
838,Once,Corrientes,a2600,0,1,1,0,0,1,0,12,Dezember
751,Once,Pueyrredon,a100,0,0,2,0,0,0,0,12,Dezember
753,Once,Pueyrredon,a300,0,0,2,0,0,1,0,12,Dezember
752,Once,Pueyrredon,a200,0,0,2,0,0,1,0,12,Dezember
754,Once,Pueyrredon,a400,0,0,2,0,0,0,0,12,Dezember
750,Once,Pueyrredon,a0-100,0,0,3,0,0,0,0,12,Dezember
524,V. Crespo,Araoz,a500,0,0,3,0,0,0,0,12,Dezember
522,V. Crespo,Araoz,a300,0,0,3,0,0,0,0,12,Dezember
523,V. Crespo,Araoz,a400,0,0,4,0,0,0,0,12,Dezember
566,V. Crespo,Antezana,a400,0,0,3,0,0,0,0,12,Dezember
474,V. Crespo,J. B. Justo,a3200,0,0,4,0,0,0,0,12,Dezember
571,V. Crespo,Apolinario Figuer,a400,0,0,4,0,0,0,0,12,Dezember
595,V. Crespo,Honorio Pueyrredo,a1700,0,0,5,0,0,0,0.25,12,Dezember
597,V. Crespo,Valentin Virasoro,a1100,0,0,4,0,0,0,0,12,Dezember
586,V. Crespo,Belaustegui,a400,0,0,4,0,0,0,0,12,Dezember
558,V. Crespo,Angel Gallardo,a1000,0,0,5,0,0,0,0,12,Dezember
591,V. Crespo,Honorio Pueyrredo,a1300,0,0,5,0,0,0,0,12,Dezember
594,V. Crespo,Honorio Pueyrredo,a1600,0,0,5,0,0,0,0,12,Dezember
588,V. Crespo,R. E. de San Mart,a400,0,0,4,0,0,0,0.25,12,Dezember
583,V. Crespo,Tres Arroyos,a400,0,0,4,0,0,0,0,12,Dezember
592,V. Crespo,Honorio Pueyrredo,a1400,0,0,6,0,0,0,0,12,Dezember
596,V. Crespo,Honorio Pueyrredo,a1800,0,0,6,0,0,1,0.25,12,Dezember
561,V. Crespo,Ferrari,a400,0,0,3,0,0,0,0.25,12,Dezember
589,V. Crespo,Honorio Pueyrredo,a1100,0,0,4,0,0,0,0,12,Dezember
593,V. Crespo,Honorio Pueyrredo,a1500,0,0,5,0,0,0,0,12,Dezember
590,V. Crespo,Honorio Pueyrredo,a1200,0,0,4,0,0,0,0,12,Dezember
576,V. Crespo,Luis Viale,a400,0,0,5,0,0,0,0,12,Dezember
580,V. Crespo,Galicia,a400,0,0,5,0,0,0,0,12,Dezember
605,V. Crespo,Valentin Virasoro,a1900,0,0,4,0,0,0,0,12,Dezember
603,V. Crespo,Valentin Virasoro,a1700,0,0,4,0,0,0,0,12,Dezember
602,V. Crespo,Valentin Virasoro,a1600,0,0,4,0,0,0,0,12,Dezember
604,V. Crespo,Valentin Virasoro,a1800,0,0,4,0,0,0,0,12,Dezember
599,V. Crespo,Valentin Virasoro,a1300,0,0,3,0,1,0,0,12,Dezember
601,V. Crespo,Valentin Virasoro,a1500,0,0,5,0,0,0,0,12,Dezember
598,V. Crespo,Valentin Virasoro,a1200,0,0,3,0,0,0,0,12,Dezember
600,V. Crespo,Valentin Virasoro,a1400,0,0,4,0,0,0,0,12,Dezember
722,V. Crespo,Warnes,a800,0,1,1,0,0,0,0.25,12,Dezember
720,V. Crespo,Warnes,a600,0,0,2,0,0,0,0,12,Dezember
627,V. Crespo,Acoyte,a1600,0,0,2,0,0,0,0,12,Dezember
650,V. Crespo,Padilla,a800,0,1,1,0,0,0,0,12,Dezember
642,V. Crespo,Murillo,a900,0,0,2,0,0,0,0,12,Dezember
472,V. Crespo,J. B. Justo,a3000,0,0,3,0,0,0,0,12,Dezember
723,V. Crespo,Warnes,a900,0,0,2,0,0,1,0.25,12,Dezember
582,V. Crespo,Tres Arroyos,a300,0,0,3,0,0,0,0,12,Dezember
491,V. Crespo,Gurruchaga,a0-100,0,0,2,0,0,0,0,12,Dezember
469,V. Crespo,J. B. Justo,a2700,0,0,2,0,0,0,0.25,12,Dezember
529,V. Crespo,Mahatma Gandhi,a500,0,0,2,0,0,0,0.25,12,Dezember
528,V. Crespo,Mahatma Gandhi,a400,0,0,2,0,0,0,0,12,Dezember
470,V. Crespo,J. B. Justo,a2800,0,0,2,0,0,0,0.25,12,Dezember
641,V. Crespo,Murillo,a800,0,0,2,0,0,0,0.25,12,Dezember
652,V. Crespo,Padilla,a1000,0,1,1,0,1,0,0.25,12,Dezember
721,V. Crespo,Warnes,a700,0,1,1,0,0,0,0,12,Dezember
633,V. Crespo,Martinez Rosas,a1000,0,0,2,0,0,0,0,12,Dezember
483,V. Crespo,Serrano,a0-100,1,1,0,0,0,0,0,12,Dezember
662,V. Crespo,Camargo,a900,0,1,1,0,0,0,0,12,Dezember
495,V. Crespo,Gurruchaga,a400,0,1,1,0,0,0,0,12,Dezember
619,V. Crespo,Hidalgo,a1600,0,0,3,0,0,0,0,12,Dezember
476,V. Crespo,Thames,a100,0,0,2,0,0,0,0,12,Dezember
663,V. Crespo,Camargo,a1000,0,0,2,0,1,0,0,12,Dezember
637,V. Crespo,Munecas,a1000,0,0,2,0,1,0,0,12,Dezember
492,V. Crespo,Gurruchaga,a100,0,0,2,0,0,0,0.25,12,Dezember
613,V. Crespo,Olaya,a1800,0,0,3,0,0,0,0.25,12,Dezember
494,V. Crespo,Gurruchaga,a300,1,1,0,0,0,0,0,12,Dezember
612,V. Crespo,Olaya,a1700,0,0,3,0,0,0,0.25,12,Dezember
473,V. Crespo,J. B. Justo,a3100,0,0,3,0,0,0,0,12,Dezember
643,V. Crespo,Murillo,a1000,0,0,2,0,0,0,0,12,Dezember
584,V. Crespo,Belaustegui,a200,0,0,2,0,0,0,0.5,12,Dezember
634,V. Crespo,Munecas,a700,0,0,2,0,0,0,0,12,Dezember
475,V. Crespo,Thames,a0-100,0,0,2,0,0,0,0,12,Dezember
635,V. Crespo,Munecas,a800,0,1,1,0,0,0,0,12,Dezember
581,V. Crespo,Tres Arroyos,a100-300,0,0,2,0,0,0,0,12,Dezember
468,V. Crespo,J. B. Justo,a2600,0,0,3,0,0,0,0,12,Dezember
493,V. Crespo,Gurruchaga,a200,0,1,1,0,0,0,0.25,12,Dezember
478,V. Crespo,Thames,a300,0,1,1,0,0,0,0,12,Dezember
587,V. Crespo,R. E. de San Mart,a300,0,0,3,0,0,0,0,12,Dezember
660,V. Crespo,Camargo,a700,0,1,1,0,0,0,0,12,Dezember
487,V. Crespo,Serrano,a400,0,1,1,0,0,0,0,12,Dezember
649,V. Crespo,Padilla,a700,0,1,1,0,0,0,0,12,Dezember
484,V. Crespo,Serrano,a100,0,1,1,0,0,0,0,12,Dezember
636,V. Crespo,Munecas,a900,0,1,1,0,0,0,0,12,Dezember
527,V. Crespo,Mahatma Gandhi,a300,0,0,2,0,0,0,0,12,Dezember
611,V. Crespo,Olaya,a1600,0,0,3,0,0,0,0,12,Dezember
620,V. Crespo,Hidalgo,a1700,0,0,2,0,0,0,0,12,Dezember
632,V. Crespo,Martinez Rosas,a900,0,1,1,0,0,0,0.25,12,Dezember
640,V. Crespo,Murillo,a700,0,1,1,0,0,0,0.25,12,Dezember
479,V. Crespo,Thames,a400,0,0,2,0,1,0,0.25,12,Dezember
485,V. Crespo,Serrano,a200,0,1,1,0,0,0,0,12,Dezember
585,V. Crespo,Belaustegui,a300,0,0,3,0,0,0,0.25,12,Dezember
486,V. Crespo,Serrano,a300,1,1,0,0,0,0,0,12,Dezember
530,V. Crespo,Mahatma Gandhi,a600,0,0,3,0,0,0,0.25,12,Dezember
651,V. Crespo,Padilla,a900,1,1,0,0,0,0,0,12,Dezember
661,V. Crespo,Camargo,a800,1,1,0,0,0,0,0,12,Dezember
471,V. Crespo,J. B. Justo,a2900,0,0,3,0,0,0,0,12,Dezember
526,V. Crespo,Mahatma Gandhi,a200,0,0,3,0,0,0,0,12,Dezember
477,V. Crespo,Thames,a200,0,1,1,0,0,0,0,12,Dezember
579,V. Crespo,Galicia,a300,0,0,4,0,0,0,0,12,Dezember
578,V. Crespo,Galicia,a200,0,0,3,0,0,0,0,12,Dezember
500,V. Crespo,Acevedo,a100,0,1,1,0,0,0,0,12,Dezember
501,V. Crespo,Acevedo,a200,1,1,0,0,0,0,0,12,Dezember
502,V. Crespo,Acevedo,a300,0,1,1,0,0,0,0.25,12,Dezember
577,V. Crespo,Galicia,a100,0,0,2,0,0,0,0,12,Dezember
499,V. Crespo,Acevedo,a0-100,0,1,1,0,0,0,0,12,Dezember
657,V. Crespo,Camargo,a400,0,0,2,0,0,0,0.25,12,Dezember
569,V. Crespo,Apolinario Figuer,a200,0,0,2,0,0,0,0,12,Dezember
509,V. Crespo,Malabia,a300,0,1,1,0,0,0,0,12,Dezember
573,V. Crespo,Luis Viale,a100,0,0,3,0,0,0,0,12,Dezember
659,V. Crespo,Camargo,a600,0,1,1,1,0,0,0,12,Dezember
609,V. Crespo,Olaya,a1400,0,0,3,0,0,0,0,12,Dezember
653,V. Crespo,Camargo,a0-100,0,0,2,0,0,0,0,12,Dezember
715,V. Crespo,Warnes,a100,0,0,2,0,0,0,0,12,Dezember
507,V. Crespo,Malabia,a100,0,1,1,0,0,0,0,12,Dezember
631,V. Crespo,Bravard,a1100,0,0,2,0,0,0,1,12,Dezember
714,V. Crespo,Warnes,a0-100,0,0,2,0,0,0,0,12,Dezember
645,V. Crespo,Padilla,a300,0,0,3,0,0,0,0,12,Dezember
607,V. Crespo,Olaya,a1200,0,0,2,0,0,0,0.25,12,Dezember
615,V. Crespo,Hidalgo,a1200,0,0,2,0,0,0,0,12,Dezember
559,V. Crespo,Ferrari,a200,0,0,2,0,0,0,1,12,Dezember
606,V. Crespo,Olaya,a1100,0,0,3,0,0,0,0.25,12,Dezember
557,V. Crespo,Angel Gallardo,a900,0,0,4,0,1,0,0,12,Dezember
614,V. Crespo,Hidalgo,a1100,0,0,3,0,0,0,0,12,Dezember
525,V. Crespo,Julian Alvarez,a100,0,0,2,0,0,0,0,12,Dezember
537,V. Crespo,Lavalleja,a100,1,1,0,0,0,0,0,12,Dezember
513,V. Crespo,R. S. Ortiz,a0-100,0,0,2,0,0,0,0.25,12,Dezember
536,V. Crespo,Lavalleja,a0-100,0,1,1,0,0,0,0,12,Dezember
565,V. Crespo,Antezana,a300,0,0,2,0,0,0,0,12,Dezember
624,V. Crespo,Acoyte,a1300,0,1,1,0,0,0,0,12,Dezember
570,V. Crespo,Apolinario Figuer,a300,0,0,3,0,0,0,0,12,Dezember
575,V. Crespo,Luis Viale,a300,0,0,4,0,0,0,0,12,Dezember
716,V. Crespo,Warnes,a200,0,0,2,0,1,0,0,12,Dezember
644,V. Crespo,Padilla,a200,0,0,2,0,0,0,0,12,Dezember
506,V. Crespo,Malabia,a0-100,0,1,1,0,0,0,0,12,Dezember
531,V. Crespo,Mahatma Gandhi,a700,0,0,4,0,0,0,0,12,Dezember
621,V. Crespo,Del Parque,a1200,0,0,2,0,0,0,0,12,Dezember
556,V. Crespo,Angel Gallardo,a800,0,0,4,0,0,1,0,12,Dezember
542,V. Crespo,Frias,a0-100,0,0,2,0,0,0,0,12,Dezember
638,V. Crespo,Murillo,a500,0,1,1,0,0,0,0.25,12,Dezember
617,V. Crespo,Hidalgo,a1400,0,1,1,0,0,0,0,12,Dezember
560,V. Crespo,Ferrari,a300,0,0,3,0,0,0,1.25,12,Dezember
515,V. Crespo,R. S. Ortiz,a200,0,0,2,0,0,1,0.25,12,Dezember
520,V. Crespo,Araoz,a100,0,0,3,0,0,0,0,12,Dezember
625,V. Crespo,Acoyte,a1400,0,1,1,0,0,0,1,12,Dezember
628,V. Crespo,Leopoldo Marechal,a1100,0,0,3,0,0,0,0,12,Dezember
639,V. Crespo,Murillo,a600,1,1,0,0,0,0,0,12,Dezember
568,V. Crespo,Apolinario Figuer,a100,0,0,2,0,0,0,0,12,Dezember
574,V. Crespo,Luis Viale,a200,0,0,3,0,0,0,0,12,Dezember
648,V. Crespo,Padilla,a600,0,1,1,0,0,0,0,12,Dezember
554,V. Crespo,Angel Gallardo,a600,0,0,4,0,1,0,0,12,Dezember
551,V. Crespo,Angel Gallardo,a300,0,0,3,0,0,0,0,12,Dezember
654,V. Crespo,Camargo,a100,0,1,1,0,0,0,0,12,Dezember
555,V. Crespo,Angel Gallardo,a700,0,0,4,0,0,1,0,12,Dezember
656,V. Crespo,Camargo,a300,0,0,2,0,0,0,0,12,Dezember
658,V. Crespo,Camargo,a500,0,1,1,0,0,1,0.25,12,Dezember
629,V. Crespo,Leopoldo Marechal,a1200,0,0,3,0,0,0,0,12,Dezember
563,V. Crespo,Antezana,a100,1,1,0,0,0,0,0,12,Dezember
608,V. Crespo,Olaya,a1300,0,0,2,0,0,0,0,12,Dezember
630,V. Crespo,Leopoldo Marechal,a1300,0,0,2,0,0,0,0,12,Dezember
655,V. Crespo,Camargo,a200,0,1,1,0,0,0,0,12,Dezember
519,V. Crespo,Araoz,a0-100,0,0,2,0,0,0,0,12,Dezember
616,V. Crespo,Hidalgo,a1300,0,1,1,0,0,0,0,12,Dezember
618,V. Crespo,Hidalgo,a1500,0,0,2,0,0,0,0,12,Dezember
564,V. Crespo,Antezana,a200,0,1,1,0,0,0,0,12,Dezember
572,V. Crespo,Luis Viale,a0-100,0,0,2,0,0,0,0,12,Dezember
623,V. Crespo,Acoyte,a1200,0,0,2,0,0,0,0.25,12,Dezember
532,V. Crespo,Julian Alvarez,a200,0,0,2,0,0,0,0,12,Dezember
717,V. Crespo,Warnes,a300,0,0,2,0,0,0,0.25,12,Dezember
521,V. Crespo,Araoz,a200,0,0,3,0,0,0,0,12,Dezember
508,V. Crespo,Malabia,a200,1,1,0,0,0,0,0,12,Dezember
610,V. Crespo,Olaya,a1500,0,0,4,0,0,0,0,12,Dezember
647,V. Crespo,Padilla,a500,0,1,1,0,0,0,0,12,Dezember
543,V. Crespo,Frias,a100,0,0,2,0,0,0,0,12,Dezember
646,V. Crespo,Padilla,a400,0,0,2,0,0,0,1,12,Dezember
719,V. Crespo,Warnes,a500,0,0,2,0,0,0,0,12,Dezember
626,V. Crespo,Acoyte,a1500,0,0,2,0,0,0,0,12,Dezember
718,V. Crespo,Warnes,a400,0,0,2,0,0,0,0.25,12,Dezember
567,V. Crespo,Apolinario Figuer,a0-100,0,0,2,0,0,0,0.25,12,Dezember
562,V. Crespo,Antezana,a0-100,0,1,1,0,0,0,0,12,Dezember
552,V. Crespo,Angel Gallardo,a400,0,0,3,0,0,0,0,12,Dezember
553,V. Crespo,Angel Gallardo,a500,0,0,3,1,0,0,0,12,Dezember
514,V. Crespo,R. S. Ortiz,a100,0,0,2,0,0,0,0.25,12,Dezember
622,V. Crespo,Acoyte,a1100,0,0,3,0,0,0,0.25,12,Dezember
673,V. Crespo,Corrientes,a5600,0,0,2,1,0,0,0.25,12,Dezember
672,V. Crespo,Corrientes,a5500,0,0,2,0,0,1,0.25,12,Dezember
671,V. Crespo,Corrientes,a5400,0,0,2,0,0,1,0.25,12,Dezember
674,V. Crespo,Corrientes,a5700,0,0,3,0,0,0,0,12,Dezember
711,V. Crespo,Luis Maria Drago,a200,0,1,1,0,0,0,0,12,Dezember
668,V. Crespo,Corrientes,a5100,0,0,3,0,0,1,0,12,Dezember
670,V. Crespo,Corrientes,a5300,0,0,2,1,0,1,0.25,12,Dezember
713,V. Crespo,Luis Maria Drago,a400,0,0,3,0,0,0,0,12,Dezember
669,V. Crespo,Corrientes,a5200,0,0,2,0,0,1,0,12,Dezember
712,V. Crespo,Luis Maria Drago,a300,0,0,2,0,0,0,0,12,Dezember
289,Belgrano,Amenabar,a1200,0,0,9,0,0,0,0,12,Dezember
154,Belgrano,Virrey Aviles,a2800,0,0,6,0,0,0,0,12,Dezember
291,Belgrano,Amenabar,a1400,0,0,8,0,0,0,0,12,Dezember
156,Belgrano,Virrey Olaguer y,a2500,0,0,8,0,0,0,0,12,Dezember
267,Belgrano,Moldes,a1200,0,0,9,0,0,0,0,12,Dezember
174,Belgrano,Virrey Loreto,a2600,0,0,9,0,0,0,1,12,Dezember
290,Belgrano,Amenabar,a1300,0,0,9,0,0,0,0,12,Dezember
173,Belgrano,Virrey Loreto,a2500,0,0,8,0,0,0,0,12,Dezember
232,Belgrano,Cramer,a1500,0,0,6,0,0,0,0,12,Dezember
233,Belgrano,Cramer,a1600-1650,0,0,5,0,1,0,0,12,Dezember
172,Belgrano,Virrey Loreto,a2400,0,0,7,0,0,0,0,12,Dezember
312,Belgrano,Ciudad de la Paz,a1300,0,0,7,0,0,0,0,12,Dezember
247,Belgrano,Vidal,a1500,0,0,5,0,0,0,0,12,Dezember
225,Belgrano,Cramer,a700,0,0,9,0,0,0,0,12,Dezember
158,Belgrano,Virrey Olaguer y,a2700,0,0,7,0,0,0,0.25,12,Dezember
314,Belgrano,Ciudad de la Paz,a1500,0,0,7,0,0,0,1,12,Dezember
161,Belgrano,Virrey Arredondo,a2400,0,0,7,0,0,0,0,12,Dezember
231,Belgrano,Cramer,a1400,0,0,7,0,0,0,0,12,Dezember
153,Belgrano,Virrey Aviles,a2700,0,0,6,0,0,0,0,12,Dezember
227,Belgrano,Cramer,a900,0,0,11,0,0,0,0,12,Dezember
311,Belgrano,Ciudad de la Paz,a1200,0,0,8,0,0,0,0,12,Dezember
270,Belgrano,Moldes,a1500,0,0,6,0,0,1,0,12,Dezember
229,Belgrano,Cramer,a1200,0,0,9,0,0,0,0,12,Dezember
292,Belgrano,Amenabar,a1500,0,0,7,0,0,0,0,12,Dezember
313,Belgrano,Ciudad de la Paz,a1400,0,0,7,0,0,0,0,12,Dezember
230,Belgrano,Cramer,a1300,0,0,8,0,0,0,0,12,Dezember
269,Belgrano,Moldes,a1400,0,0,7,0,0,0,1.25,12,Dezember
288,Belgrano,Amenabar,a1100,0,0,9,0,0,0,0,12,Dezember
155,Belgrano,Virrey Olaguer y,a2400,0,0,7,0,0,0,0,12,Dezember
226,Belgrano,Cramer,a800,0,0,10,0,0,0,0,12,Dezember
162,Belgrano,Virrey Arredondo,a2500,0,0,8,0,0,0,0,12,Dezember
246,Belgrano,Vidal,a1400,0,0,6,0,0,0,0,12,Dezember
228,Belgrano,Cramer,a1000,0,0,11,0,0,0,0,12,Dezember
266,Belgrano,Moldes,a1100,0,0,10,0,0,0,0,12,Dezember
268,Belgrano,Moldes,a1300,0,0,8,0,0,0,1.25,12,Dezember
163,Belgrano,Virrey Arredondo,a2600,0,0,9,0,0,0,0,12,Dezember
157,Belgrano,Virrey Olaguer y,a2600,0,0,8,0,0,0,0.25,12,Dezember
261,Belgrano,Moldes,a600,0,0,7,0,0,0,0,12,Dezember
264,Belgrano,Moldes,a900,0,0,9,0,0,0,0,12,Dezember
265,Belgrano,Moldes,a1000,0,0,10,0,0,0,0,12,Dezember
262,Belgrano,Moldes,a700,0,0,7,0,0,0,1,12,Dezember
263,Belgrano,Moldes,a800,0,0,8,0,0,0,0,12,Dezember
336,Belgrano,Cabildo,a1400,0,0,6,0,1,0,0,12,Dezember
334,Belgrano,Cabildo,a1200,0,0,7,0,0,0,0,12,Dezember
335,Belgrano,Cabildo,a1300,0,0,7,0,0,0,0,12,Dezember
337,Belgrano,Cabildo,a1500,0,0,6,0,0,0,0,12,Dezember
201,Belgrano,Palpa,a2400,0,0,7,0,0,0,0,12,Dezember
224,Belgrano,Federico Lacroze,a2600,0,0,7,0,0,0,0,12,Dezember
186,Belgrano,Zabala,a2600,0,0,8,0,0,0,1,12,Dezember
199,Belgrano,Aguilar,a2600,0,0,9,0,0,0,0.25,12,Dezember
307,Belgrano,Ciudad de la Paz,a800,0,0,5,0,0,0,0,12,Dezember
198,Belgrano,Aguilar,a2500,0,0,8,0,0,0,0.25,12,Dezember
202,Belgrano,Palpa,a2500,0,0,8,0,0,0,0,12,Dezember
197,Belgrano,Aguilar,a2400,0,0,7,0,0,0,0,12,Dezember
192,Belgrano,Cespedes,as/nº (2600),0,0,10,0,0,0,0,12,Dezember
284,Belgrano,Amenabar,a700,0,0,6,0,0,0,0,12,Dezember
211,Belgrano,Teodoro Garcia,a2400,0,0,4,0,0,0,0,12,Dezember
306,Belgrano,Ciudad de la Paz,a700,0,0,5,0,0,0,0,12,Dezember
184,Belgrano,Zabala,a2400,0,0,6,0,0,0,0,12,Dezember
222,Belgrano,Federico Lacroze,a2400,0,0,5,0,0,0,0,12,Dezember
285,Belgrano,Amenabar,a800,0,0,6,0,0,0,0,12,Dezember
185,Belgrano,Zabala,a2500,0,0,7,0,0,0,0,12,Dezember
308,Belgrano,Ciudad de la Paz,a900,0,0,6,0,0,0,0,12,Dezember
287,Belgrano,Amenabar,a1000,0,0,8,0,0,0,0.25,12,Dezember
191,Belgrano,Cespedes,a2500,0,0,9,0,0,0,0.25,12,Dezember
190,Belgrano,Cespedes,a2400,0,0,8,0,0,0,0.25,12,Dezember
310,Belgrano,Ciudad de la Paz,a1100,0,0,8,0,0,0,0.25,12,Dezember
212,Belgrano,Teodoro Garcia,a2500,0,0,5,0,0,0,0,12,Dezember
203,Belgrano,Palpa,a2600,0,0,9,0,0,0,0,12,Dezember
223,Belgrano,Federico Lacroze,a2500,0,0,6,0,0,1,0,12,Dezember
286,Belgrano,Amenabar,a900,0,0,7,0,0,0,0.25,12,Dezember
213,Belgrano,Teodoro Garcia,a2600,0,0,6,0,0,0,0,12,Dezember
309,Belgrano,Ciudad de la Paz,a1000,0,0,7,0,0,0,0.25,12,Dezember
331,Belgrano,Cabildo,a900,0,0,4,1,0,1,0,12,Dezember
332,Belgrano,Cabildo,a1000,0,0,5,0,0,1,0,12,Dezember
330,Belgrano,Cabildo,a800,0,0,4,0,0,1,0,12,Dezember
